Unnamed: 0,reviews,ratings,days,options,buyer_categorys,유통기한,포장,맛 만족도,Okt_tokens,KNU_Score,KNU_label
71,"상품은 좋아요 맛도 괜찮습니다
그런데 포장이 아주 엉망입니다
아이스박스 다 부서진채로 테이프로 돌돌 말려서..
택배사 문제인지.. 아이스박스 안에도 뽁뽁이나 비닐한번 더 싸서 넣어주시면 좋았을텐데 아쉽네요",5,2024.02.28.,구매자거주인원 2인신혼/부부유통기한꽤 남았어요포장별로예요맛 만족도맛있어요,구매자거주인원 2인신혼/부부,꽤 남았어요,별로예요,맛있어요,"['상품', '은', '좋아요', '맛', '도', '괜찮습니다', '\n', '그런데', '포장', '이', '아주', '엉망', '입니다', '\n', '아이스박스', '다', '부서진', '채', '로', '테이프', '로', '돌돌', '말려서', '..', '\n', '택배', '사', '문제', '인지', '..', '아이스박스', '안', '에도', '뽁뽁', '이나', '비닐', '한번', '더', '싸서', '넣어주시면', '좋았을텐데', '아쉽네요']",0,중립
72,맛있어보이고  포장 깔끔하네요,5,2024.02.28.,구매자거주인원 1인유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 1인,아주 넉넉해요,꼼꼼해요,맛있어요,"['맛있어', '보이', '고', '포장', '깔끔하네요']",0,중립
73,맛있어요 주기적으로 재구매 의사있습니다,5,2024.02.28.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['맛있어요', '주', '기적', '으로', '재구매', '의사', '있습니다']",0,중립
74,와우~!! 다~맛있어요 각의매력이 다있어요,5,2024.02.27.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['와우', '~!!', '다', '~', '맛있어요', '각의', '매력', '이', '다', '있어요']",0,중립
75,"처음시켜봤는데
아삭하고
맛있어요 
다먹으면
재구매할꺼예요
추천합니다",5,2024.02.27.,구매자거주인원 2인유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 2인,아주 넉넉해요,꼼꼼해요,맛있어요,"['처음', '시켜', '봤는데', '\n', '아', '삭', '하고', '\n', '맛있어요', '다', '먹으면', '\n', '재구매', '할꺼예요', '\n', '추천', '합니다']",0,중립
76,"캠핑가서 친구가 가지고 온걸먹고
구매했습니다
이런 식감과 맛이라니 와우~~
잘 먹을께요
재구매 각입니다~~",5,2024.02.27.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['캠핑', '가서', '친구', '가', '가지', '고', '온', '걸', '먹고', '\n', '구매', '했습니다', '\n', '이런', '식감', '과', '맛', '이라니', '와우', '~~', '\n', '잘', '먹을께요', '\n', '재구매', '각', '입니다', '~~']",2,긍정
77,"엄마가 궁채를 너무 좋아해요~~~포장 너무 깔끔하고 좋네요^^
맛있으면 또 또 주문 할게요!!",5,2024.02.27.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['엄마', '가', '궁채', '를', '너무', '좋아해요', '~~~', '포장', '너무', '깔끔하고', '좋네요', '^^', '\n', '맛있으면', '또', '또', '주문', '할게요', '!!']",1,긍정
78,"아싹한 맛이 최고에요
식구들이 다 좋아하는 궁채입니다
사장님 맛있게 잘 먹겠습니다 ^^~",5,2024.02.27.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요,"['아싹', '한', '맛', '이', '최고', '에요', '\n', '식구', '들', '이', '다', '좋아하는', '궁채', '입니다', '\n', '사장', '님', '맛있게', '잘', '먹겠습니다', '^^~']",7,긍정
79,"재구매입니다. 너무 맛있어서 시댁에 드렸어요~
받으신분 후기는 다음에^^~",5,2024.02.27.,구매자거주인원 3인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요,"['재구매', '입니다', '.', '너무', '맛있어서', '시댁', '에', '드렸어요', '~', '\n', '받으', '신분', '후기', '는', '다음', '에', '^^~']",0,중립
80,"다 먹을때쯤 되면 추가주문 합니다
짜지도 않고 무른거 없이 아삭하고 맛있고 좋아요!!!",5,2024.02.27.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['다', '먹을', '때', '쯤', '되면', '추가', '주문', '합니다', '\n', '짜지도', '않고', '무른거', '없이', '아', '삭', '하고', '맛있고', '좋아요', '!!!']",0,중립
81,"안전하게 잘받았습니다.감사합니다.
맛있게 먹을께요;:",5,2024.02.27.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요,"['안전하게', '잘', '받았습니다', '.', '감사합니다', '.', '\n', '맛있게', '먹을께요', ';:']",3,긍정
82,"아직 안먹었어요
모듬  짱아찌 먼저  먹고있는중 입니다
유리네 는  많은 사람들이  믿고  먹는거  같아서   저도   맛나게  먹어보려 합니다",4,2024.02.27.,구매자거주인원 3인맛 만족도평범해요유통기한꽤 남았어요포장꼼꼼해요,구매자거주인원 3인,평범해요,꽤 남았어요,꼼꼼해요,"['아직', '안', '먹었어요', '\n', '모듬', '짱아찌', '먼저', '먹고있는', '중', '입니다', '\n', '유리', '네', '는', '많은', '사람', '들', '이', '믿고', '먹는거', '같아서', '저', '도', '맛', '나게', '먹어', '보려', '합니다']",1,긍정
83,생각보다 짜네요  ㅠㅠ,3,2024.02.26.,맛 만족도평범해요유통기한꽤 남았어요포장적당해요,,평범해요,꽤 남았어요,적당해요,"['생각', '보다', '짜네요', 'ㅠㅠ']",0,중립
84,"엇 생각보다 너무 맛있어서 놀랐어요.. 나물이랑 비벼 먹다가 궁채 잘라 넣었거든요
식감도 그렇고 단짠신맛이 다 있어서 비빔밥이 더 맛있었어요.
그래서 추가구매합니디~~",5,2024.02.26.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['엇', '생각', '보다', '너무', '맛있어서', '놀랐어요', '..', '나물', '이랑', '비벼', '먹다가', '궁채', '잘라', '넣었거든요', '\n', '식', '감도', '그렇고', '단', '짠', '신맛', '이', '다', '있어서', '비빔밥', '이', '더', '맛있었어요', '.', '\n', '그래서', '추가', '구매', '합니디', '~~']",0,중립
85,좋아요 좋아요 좋아요,5,2024.02.25.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['좋아요', '좋아요', '좋아요']",0,중립
86,"맛 있어서 재 구매했습니다
삼겹살과 같이 먹으면 더 맛 있어요",5,2024.02.25.,구매자거주인원 4인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요,"['맛', '있어서', '재', '구매', '했습니다', '\n', '삼겹살', '과', '같이', '먹으면', '더', '맛', '있어요']",0,중립
87,아삭하고 새콤달콤 맛있어요,5,2024.02.24.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['아', '삭', '하고', '새', '콤달콤', '맛있어요']",0,중립
88,"역시 궁채 식감은 아삭함의 최고!!
너무 아삭하고, 매번 반찬집 궁채샐러드 사먹다가 장아찌로 먹으니 엄마가 더 좋아하네요~",5,2024.02.23.,구매자거주인원 3인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요,"['역시', '궁채', '식', '감은', '아', '삭함', '의', '최고', '!!', '\n', '너무', '아', '삭', '하고', ',', '매번', '반찬', '집', '궁채', '샐러드', '사먹다가', '장아찌', '로', '먹으니', '엄마', '가', '더', '좋아하네요', '~']",2,긍정
89,"궁채를 좋아하는데 동네 반찬가게는 궁채를 늘 들깨무침?을 해서 처음으로 온라인으로 사봤는데 너무 짜거나 무르지도 않고 아주 맛있어요. 초석잠은 훨씬 아삭거리고 궁채 오도독하고 가격 맞추려고산 무장아찌도 무난해요. 
궁채를 기대하고 산 저는 오히려 초석잠이 더 좋았는데 동생은 궁채가 최고라네요.",5,2024.02.23.,구매자거주인원 3인유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인,아주 넉넉해요,꼼꼼해요,맛있어요,"['궁채', '를', '좋아하는데', '동네', '반찬', '가게', '는', '궁채', '를', '늘', '들깨', '무침', '?', '을', '해서', '처음', '으로', '온라인', '으로', '사봤는데', '너무', '짜거나', '무르지', '도', '않고', '아주', '맛있어요', '.', '초석', '잠', '은', '훨씬', '아삭거리고', '궁채', '오도독', '하고', '가격', '맞추려', '고산', '무', '장아찌', '도', '무난', '해요', '.', '궁채', '를', '기대하고', '산', '저', '는', '오히려', '초석', '잠', '이', '더', '좋았는데', '동생', '은', '궁채', '가', '최고', '라네', '요', '.']",2,긍정
90,선물했어요. 포장이 꼼꼼해서 맘에 드네요.,5,2024.02.23.,맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요,,평범해요,아주 넉넉해요,꼼꼼해요,"['선물', '했어요', '.', '포장', '이', '꼼꼼해서', '맘', '에', '드네', '요', '.']",0,중립
91,맛있어요..제입에는 약간 짜요. 물에 살짝. 담갔다가 먹어요,5,2024.02.23.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['맛있어요', '..', '제입', '에는', '약간', '짜요', '.', '물', '에', '살짝', '.', '담갔다가', '먹어요']",0,중립
92,맛있어서 재구매했어요,5,2024.02.22.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['맛있어서', '재구매', '했어요']",0,중립
93,맛있어서 재구매했어요,5,2024.02.22.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['맛있어서', '재구매', '했어요']",0,중립
94,세통 시켰는데 벌써 한통 다 먹었어요. 고기랑 먹을 때 넘 좋네요,5,2024.02.22.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['세', '통', '시켰는데', '벌써', '한', '통', '다', '먹었어요', '.', '고기랑', '먹을', '때', '넘', '좋네요']",0,중립
95,만족합니다. 맛나요.,5,2024.02.22.,구매자거주인원 2인신혼/부부유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 2인신혼/부부,아주 넉넉해요,꼼꼼해요,맛있어요,"['만족합니다', '.', '맛', '나', '요', '.']",0,중립
96,3번째 주문이예요~ 너무 맛있어요 감사합니다.,5,2024.02.22.,구매자거주인원 3인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요,"['3', '번째', '주문', '이', '예요', '~', '너무', '맛있어요', '감사합니다', '.']",0,중립
97,진짜 다 먹으면 또 사고..주변 분들에게 추천하고..진짜 맛나요 오독오독해서 고기 먹을 때 먹으면 입안이 개운해져요 고기 없어도 밥반찬으로도 잘 먹고있어요 다 먹으면 또 사러올게요,5,2024.02.22.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['진짜', '다', '먹으면', '또', '사고', '..', '주변', '분', '들', '에게', '추천', '하고', '..', '진짜', '맛', '나', '요', '오독오독', '해서', '고기', '먹을', '때', '먹으면', '입안', '이', '개운해져요', '고기', '없어도', '밥', '반찬', '으로도', '잘', '먹고있어요', '다', '먹으면', '또', '사러', '올게요']",1,긍정
98,고기먹을때쵝오! 입맛없을때 쵝오!,5,2024.02.21.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['고기', '먹을', '때쵝오', '!', '입맛', '없을', '때', '쵝오', '!']",0,중립
99,빠른배송감사합니다 잘먹을게요,4,2024.02.20.,맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요,,평범해요,아주 넉넉해요,꼼꼼해요,"['빠른', '배송', '감사합니다', '잘', '먹을게요']",1,긍정
100,"아삭아삭하고 새콤하니 앗있너요
망설였는데 구매하길 잘했어요
포장도 깔끔하게 잘보내주셨네요",5,2024.02.20.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요,"['아삭아삭', '하고', '새', '콤', '하', '니', '앗있', '너', '요', '\n', '망설였는데', '구매', '하길', '잘', '했어요', '\n', '포장', '도', '깔끔하게', '잘', '보내주셨네요']",4,긍정
101,아삭아삭하니 맛있어요,4,2024.02.20.,맛 만족도평범해요유통기한임박상품이에요포장적당해요,,평범해요,임박상품이에요,적당해요,"['아삭아삭', '하니', '맛있어요']",0,중립
102,아삭아삭 맛있어요ㆍ,5,2024.02.19.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요,"['아삭아삭', '맛있어요', 'ㆍ']",0,중립
103,짱아치라서 그런지 궁채가 많이 짜요..,3,2024.02.19.,맛 만족도평범해요유통기한꽤 남았어요포장꼼꼼해요,,평범해요,꽤 남았어요,꼼꼼해요,"['짱', '아치', '라서', '그런지', '궁채', '가', '많이', '짜요', '..']",0,중립
104,다른곳보다 훨씬 맛나요,5,2024.02.18.,구매자거주인원 1인싱글유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 1인싱글,아주 넉넉해요,꼼꼼해요,맛있어요,"['다른', '곳', '보다', '훨씬', '맛', '나', '요']",0,중립
105,"아삭아삭해서 식구들 다 좋아해요
소문냈더니 반응 좋아서 늘 6통씩 사서 주변 친구들과 나눕니다. 맛있고 좋아요",4,2024.02.18.,구매자거주인원 2인취학자녀 가정유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 2인취학자녀 가정,꽤 남았어요,꼼꼼해요,맛있어요,"['아삭아삭', '해서', '식구', '들', '다', '좋아해요', '\n', '소문', '냈더니', '반응', '좋아서', '늘', '6', '통', '씩', '사서', '주변', '친구', '들', '과', '나눕니다', '.', '맛있고', '좋아요']",3,긍정
106,엄마가 좋아하세요. 재구매입니다,5,2024.02.18.,구매자거주인원 2인싱글유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 2인싱글,아주 넉넉해요,꼼꼼해요,맛있어요,"['엄마', '가', '좋아하세요', '.', '재구매', '입니다']",0,중립
107,오독오독 씹히고 아주 맛있습니다.,5,2024.02.17.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['오독오독', '씹히고', '아주', '맛있습니다', '.']",0,중립
108,아이가 오독오독 맛있다고 잘먹네요^^,5,2024.02.17.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['아이', '가', '오독오독', '맛있다고', '잘', '먹네요', '^^']",2,긍정
109,어머니께서 입맛 없을때 즐겨 찾으셔서 재주문했습니다~,5,2024.02.17.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['어머니', '께서', '입맛', '없을', '때', '즐겨', '찾으셔서', '재', '주문', '했습니다', '~']",2,긍정
110,맛있다.그리고 용기도 적당해서 언제든 꺼내 먹을수 있다.,5,2024.02.17.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['맛있다', '.', '그리고', '용기', '도', '적당해서', '언제', '든', '꺼내', '먹을수', '있다', '.']",3,긍정
